"order_id";"user_id";"r_id";"amount";"date";"partner_id";"delivery_time";"delivery_rating";"restaurant_rating"
1525;411;5;258;"2022-05-06";5;24;3;"3"
1526;823;3;571;"2022-07-15";4;41;1;"5"
1527;286;5;896;"2022-07-11";1;34;4;"2"
1528;860;2;600;"2022-05-12";5;35;2;"5"
1529;295;5;244;"2022-05-17";3;31;1;"2"
1530;610;1;762;"2022-06-12";1;56;3;"5"
1531;489;3;199;"2022-07-11";4;40;3;"2"
1532;636;5;195;"2022-05-28";2;53;2;"2"
1533;561;5;393;"2022-06-17";4;16;1;"4"
1534;900;2;508;"2022-06-19";3;36;1;"3"
1535;945;1;422;"2022-06-23";5;18;3;"3"
1536;583;3;492;"2022-07-15";5;59;2;"3"
1537;766;3;458;"2022-05-29";3;26;5;"1"
1538;453;5;678;"2022-07-20";3;48;2;""
1539;764;3;217;"2022-07-29";4;45;1;"3"
1540;345;1;346;"2022-05-06";3;44;3;"3"
1541;416;2;296;"2022-05-06";4;36;2;"4"
1542;792;4;798;"2022-05-13";2;59;1;"1"
1543;345;3;325;"2022-07-07";1;19;2;""
1544;711;2;943;"2022-05-26";3;32;3;"1"
1545;101;2;150;"2022-05-20";1;53;5;""
1546;914;1;873;"2022-05-12";5;31;1;"3"
1547;579;3;919;"2022-05-18";1;50;4;"5"
1548;441;2;379;"2022-06-12";3;16;4;"3"
1549;888;4;909;"2022-06-22";1;36;2;"1"
1550;403;4;759;"2022-06-08";5;16;3;"1"
1551;860;2;649;"2022-06-06";1;34;5;"3"
1552;489;4;904;"2022-06-30";3;44;4;"4"
1553;648;1;317;"2022-07-26";1;57;2;"4"
1554;111;1;506;"2022-07-08";3;19;1;""
1555;427;4;377;"2022-05-26";3;15;2;"2"
1556;393;5;532;"2022-06-23";3;58;1;"4"
1557;949;4;663;"2022-05-11";4;59;5;"3"
1558;666;5;752;"2022-07-22";2;55;3;"2"
1559;674;2;839;"2022-05-17";2;15;1;"2"
1560;577;2;470;"2022-05-30";3;20;2;"2"
1561;634;3;865;"2022-07-11";2;17;3;"2"
1562;581;1;905;"2022-05-28";4;43;1;"1"
1563;1000;3;765;"2022-05-17";4;39;5;"2"
1564;438;3;503;"2022-06-19";3;41;3;""
1565;859;5;270;"2022-07-22";1;56;1;""
1566;146;2;300;"2022-07-26";2;34;2;"4"
1567;504;4;652;"2022-05-24";3;26;1;"4"
1568;776;4;531;"2022-05-10";1;20;2;"3"
1569;991;2;152;"2022-07-14";1;24;3;"5"
1570;710;4;460;"2022-07-14";5;36;2;"2"
1571;320;3;574;"2022-05-15";2;40;2;"4"
1572;795;1;833;"2022-05-12";1;16;5;"5"
1573;856;2;450;"2022-07-04";3;16;5;"1"
1574;562;3;451;"2022-06-28";1;42;4;"3"
1575;492;1;765;"2022-07-03";2;56;5;""
1576;521;2;297;"2022-07-18";5;36;5;"3"
1577;835;3;481;"2022-05-29";2;51;1;"1"
1578;688;1;437;"2022-06-18";4;40;5;"1"
1579;202;5;259;"2022-07-15";4;34;4;"2"
1580;967;5;724;"2022-07-13";5;26;3;"4"
1581;691;2;470;"2022-05-11";2;42;5;"5"
1582;202;1;349;"2022-07-06";5;32;2;"5"
1583;572;2;742;"2022-07-14";5;21;5;"1"
1584;872;2;263;"2022-06-29";5;28;5;"5"
1585;550;5;710;"2022-07-20";2;21;4;"2"
1586;509;4;222;"2022-05-26";1;52;4;""
1587;598;3;800;"2022-06-15";1;55;2;"3"
1588;25;4;661;"2022-07-27";5;50;1;"1"
1589;418;5;390;"2022-07-09";5;37;3;"2"
1590;68;3;739;"2022-07-22";2;25;5;""
1591;326;3;714;"2022-07-22";3;41;3;"1"
1592;284;2;195;"2022-05-13";3;26;4;"4"
1593;540;5;636;"2022-06-15";4;58;4;"4"
1594;98;3;830;"2022-07-27";2;40;5;""
1595;296;2;233;"2022-05-30";2;45;2;"3"
1596;648;3;824;"2022-06-18";1;29;1;"1"
1597;526;3;852;"2022-07-22";5;18;3;""
1598;132;2;393;"2022-06-15";4;39;5;"2"
1599;11;2;257;"2022-07-27";3;34;4;"1"
1600;103;1;699;"2022-07-15";1;21;2;"3"
1601;394;3;758;"2022-05-04";5;32;2;"2"
1602;169;1;457;"2022-06-04";4;49;3;"3"
1603;917;1;614;"2022-07-03";4;50;4;"4"
1604;198;1;498;"2022-05-15";3;17;4;"5"
1605;615;1;848;"2022-07-24";1;37;2;"4"
1606;168;3;831;"2022-07-16";4;54;2;""
1607;496;1;354;"2022-07-14";2;35;1;"5"
1608;710;5;302;"2022-06-02";2;20;5;"2"
1609;632;3;315;"2022-07-09";2;53;3;""
1610;124;1;557;"2022-05-02";3;48;1;"2"
1611;893;3;243;"2022-07-21";1;24;3;"5"
1612;398;2;764;"2022-06-30";1;21;4;"2"
1613;41;1;902;"2022-06-30";3;40;2;"5"
1614;861;5;744;"2022-05-11";2;38;3;"3"
1615;536;5;916;"2022-05-05";2;50;4;"3"
1616;127;2;542;"2022-05-30";1;57;1;""
1617;816;5;804;"2022-06-17";2;33;3;"4"
1618;297;3;664;"2022-07-02";3;47;5;"5"
1619;277;5;586;"2022-05-10";5;20;5;"3"
1620;379;1;694;"2022-07-22";3;55;5;"3"
1621;783;3;438;"2022-05-16";4;35;5;""
1622;159;2;796;"2022-05-25";5;51;2;"3"
1623;585;4;636;"2022-05-03";2;35;2;"5"
1624;312;5;487;"2022-06-14";2;40;2;"1"
1625;447;5;444;"2022-05-02";5;54;3;"2"
1626;912;4;690;"2022-05-30";4;20;4;"2"
1627;563;5;168;"2022-05-27";2;17;1;"5"
1628;93;4;698;"2022-05-05";2;53;4;"2"
1629;301;4;198;"2022-07-23";3;35;5;"3"
1630;819;3;336;"2022-06-19";1;45;2;"2"
1631;736;4;172;"2022-05-19";5;59;2;""
1632;927;2;641;"2022-05-22";2;59;5;"2"
1633;583;1;658;"2022-07-25";5;31;2;"1"
1634;650;4;613;"2022-07-09";1;34;4;""
1635;395;4;516;"2022-05-10";1;34;4;"2"
1636;960;4;511;"2022-05-24";5;59;1;"1"
1637;177;3;180;"2022-06-28";1;50;3;""
1638;988;4;419;"2022-07-03";3;35;4;"3"
1639;183;4;542;"2022-06-26";4;39;4;"5"
1640;73;3;308;"2022-06-18";1;58;3;"5"
1641;847;4;187;"2022-05-08";2;21;5;""
1642;811;4;293;"2022-07-05";1;34;4;"1"
1643;470;4;555;"2022-05-17";3;37;2;"5"
1644;525;5;463;"2022-07-28";4;44;1;"2"
1645;144;4;153;"2022-07-26";4;19;1;""
1646;269;1;482;"2022-07-25";3;40;2;"1"
1647;351;4;588;"2022-06-22";2;40;1;"5"
1648;212;4;668;"2022-05-25";3;26;1;"3"
1649;299;4;636;"2022-07-24";5;37;5;"1"
1650;236;1;230;"2022-05-02";4;54;1;"2"
1651;230;2;227;"2022-06-07";4;42;4;"1"
1652;779;4;222;"2022-06-05";4;32;5;""
1653;489;3;721;"2022-05-24";1;21;1;""
1654;499;5;495;"2022-05-19";4;15;5;"4"
1655;631;1;767;"2022-06-11";5;39;4;""
1656;52;1;468;"2022-06-29";1;37;1;"3"
1657;135;2;940;"2022-05-10";3;39;5;"1"
1658;263;4;194;"2022-07-27";4;40;4;""
1659;235;5;615;"2022-05-31";5;47;4;"3"
1660;647;5;565;"2022-07-22";1;34;1;"1"
1661;381;2;578;"2022-06-30";4;49;3;"1"
1662;759;3;435;"2022-05-19";5;22;5;"4"
1663;294;3;824;"2022-06-22";2;18;2;"5"
1664;116;1;913;"2022-06-23";1;45;1;"5"
1665;496;3;448;"2022-05-14";4;44;3;"5"
1666;353;2;676;"2022-05-24";2;54;2;""
1667;728;1;672;"2022-07-08";5;58;2;"3"
1668;531;5;724;"2022-05-01";5;30;1;"4"
1669;671;1;206;"2022-05-28";2;43;2;"4"
1670;724;3;290;"2022-06-12";5;49;2;"4"
1671;298;3;717;"2022-07-28";5;17;5;""
1672;64;5;544;"2022-06-29";5;17;5;"2"
1673;660;2;920;"2022-06-28";2;57;3;"5"
1674;491;5;404;"2022-07-04";4;56;5;"5"
1675;35;2;226;"2022-07-08";3;24;3;""
1676;240;4;527;"2022-06-10";5;49;2;"5"
1677;692;4;648;"2022-07-20";4;31;5;"5"
1678;155;1;245;"2022-05-23";5;45;4;"4"
1679;56;1;815;"2022-06-20";2;52;2;"1"
1680;543;1;294;"2022-06-07";3;38;5;""
1681;520;3;608;"2022-06-22";2;30;1;"3"
1682;482;5;152;"2022-06-01";4;42;5;"5"
1683;45;2;356;"2022-06-11";3;22;2;"1"
1684;658;1;537;"2022-05-14";2;58;5;""
1685;446;5;522;"2022-06-10";5;52;4;"1"
1686;945;3;661;"2022-07-04";4;20;4;"2"
1687;971;5;813;"2022-05-28";1;26;1;"2"
1688;25;5;812;"2022-05-18";3;58;2;"3"
1689;167;2;938;"2022-05-04";2;18;4;""
1690;856;4;226;"2022-05-26";1;49;3;""
1691;933;3;498;"2022-07-15";5;54;4;""
1692;368;3;323;"2022-07-02";5;17;4;"4"
1693;79;2;237;"2022-07-06";2;42;5;"2"
1694;101;3;593;"2022-05-06";4;57;5;"2"
1695;439;2;204;"2022-06-15";2;24;1;"5"
1696;246;4;375;"2022-06-23";1;57;2;"1"
1697;594;4;155;"2022-07-08";5;47;2;"4"
1698;334;2;431;"2022-07-25";4;39;4;"4"
1699;451;2;812;"2022-06-08";4;18;2;"4"
1700;226;4;241;"2022-05-27";1;52;4;""
1701;84;2;350;"2022-06-01";1;15;5;"4"
1702;551;4;250;"2022-06-02";3;17;5;"1"
1703;63;4;752;"2022-06-05";4;37;2;"1"
1704;564;2;624;"2022-05-18";2;34;3;"2"
1705;495;4;929;"2022-07-11";1;53;1;""
1706;333;2;156;"2022-06-09";1;38;1;"3"
1707;431;4;624;"2022-06-27";3;19;2;"3"
1708;601;3;770;"2022-05-31";2;46;3;"4"
1709;624;1;157;"2022-06-16";3;25;3;"1"
1710;559;2;278;"2022-07-03";1;17;1;"2"
1711;982;5;728;"2022-07-13";5;18;4;""
1712;736;2;844;"2022-07-02";5;29;5;"5"
1713;406;3;158;"2022-07-04";3;39;1;""
1714;125;2;912;"2022-07-27";5;59;1;"5"
1715;289;3;517;"2022-07-21";1;56;2;"3"
1716;485;4;170;"2022-05-04";1;38;2;"3"
1717;749;1;387;"2022-05-15";5;16;3;"3"
1718;36;5;274;"2022-05-20";4;37;4;"2"
1719;572;5;241;"2022-06-30";1;19;3;"3"
1720;251;4;213;"2022-05-10";2;15;2;"3"
1721;943;1;572;"2022-06-08";3;35;4;"5"
1722;199;2;162;"2022-05-11";3;25;4;"1"
1723;294;1;220;"2022-07-17";1;40;4;"3"
1724;20;2;803;"2022-07-26";2;50;5;"4"
1725;191;1;260;"2022-05-24";5;50;1;"3"
1726;487;5;704;"2022-07-27";4;15;4;"4"
1727;565;5;671;"2022-06-28";2;38;4;"4"
1728;740;3;423;"2022-05-16";5;44;5;""
1729;72;1;918;"2022-07-02";4;58;5;"4"
1730;956;3;812;"2022-06-17";1;20;2;"3"
1731;74;3;647;"2022-06-06";1;41;3;"4"
1732;213;2;598;"2022-05-08";4;34;5;"1"
1733;665;1;247;"2022-06-18";2;15;1;"2"
1734;892;2;235;"2022-06-12";1;45;2;"4"
1735;926;4;882;"2022-06-02";1;29;2;"2"
1736;415;2;221;"2022-06-28";5;56;4;"5"
1737;518;1;739;"2022-06-15";2;23;5;"4"
1738;253;5;785;"2022-05-22";5;31;3;"3"
1739;795;2;545;"2022-06-01";2;23;2;"4"
1740;999;5;833;"2022-06-02";2;23;2;"5"
1741;735;1;499;"2022-07-12";4;17;2;""
1742;522;3;677;"2022-07-26";5;28;5;"2"
1743;248;1;309;"2022-06-08";3;35;4;"2"
1744;335;3;587;"2022-05-19";2;29;3;"4"
1745;482;1;265;"2022-06-02";2;55;2;"5"
1746;485;3;392;"2022-07-17";3;33;5;"2"
1747;167;4;388;"2022-05-19";1;22;2;""
1748;849;4;276;"2022-06-21";2;20;3;"4"
1749;812;5;208;"2022-06-29";1;37;1;"4"
1750;282;2;306;"2022-06-02";1;55;5;""
1751;466;1;315;"2022-06-30";4;47;2;"2"
1752;236;3;498;"2022-07-20";1;20;1;""
1753;190;4;825;"2022-05-16";2;20;4;"3"
1754;785;3;858;"2022-05-08";4;42;4;"4"
1755;851;2;452;"2022-07-06";3;36;4;"2"
1756;515;4;198;"2022-05-13";3;22;2;""
1757;131;4;733;"2022-07-09";4;18;2;"2"
1758;272;3;930;"2022-05-19";1;53;5;"1"
1759;894;3;452;"2022-06-29";1;49;2;"1"
1760;770;2;646;"2022-07-24";5;35;4;""
1761;88;2;627;"2022-07-18";3;22;1;"2"
1762;661;2;271;"2022-05-07";5;33;2;"2"
1763;3;5;787;"2022-05-09";1;25;5;"2"
1764;840;2;751;"2022-07-29";4;44;1;"3"
1765;486;1;374;"2022-07-26";5;59;1;""
1766;886;5;555;"2022-05-04";4;22;5;"4"
1767;199;4;836;"2022-05-20";3;55;5;""
1768;418;5;479;"2022-05-24";1;37;2;"3"
1769;869;4;514;"2022-06-09";5;53;4;""
1770;731;1;255;"2022-06-11";5;27;3;""
1771;498;2;376;"2022-06-01";5;35;4;"3"
1772;530;1;184;"2022-07-15";1;48;3;"2"
1773;366;1;714;"2022-05-05";1;35;5;"4"
1774;280;3;751;"2022-05-19";4;27;1;"3"
1775;698;5;424;"2022-05-06";2;18;4;"3"
1776;484;2;590;"2022-05-14";1;19;1;"2"
1777;402;2;741;"2022-06-17";3;42;4;"3"
1778;744;1;508;"2022-07-15";5;43;4;"5"
1779;543;1;919;"2022-06-11";3;44;1;""
1780;906;5;907;"2022-07-24";5;34;4;"5"
1781;884;5;366;"2022-06-06";1;50;2;""
1782;39;4;926;"2022-05-01";1;35;5;"4"
1783;805;1;652;"2022-05-11";4;18;2;"4"
1784;524;3;167;"2022-06-20";4;55;2;"1"
1785;702;2;159;"2022-06-05";5;32;2;""
1786;566;4;524;"2022-06-09";5;47;1;"2"
1787;65;2;365;"2022-06-12";3;28;5;"3"
1788;543;1;480;"2022-05-04";5;48;4;"4"
1789;334;5;268;"2022-05-23";5;28;1;"2"
1790;65;1;573;"2022-05-20";3;50;3;"1"
1791;604;5;632;"2022-06-03";1;16;1;"2"
1792;907;3;382;"2022-05-23";2;19;2;"3"
1793;728;2;382;"2022-06-21";5;25;1;"3"
1794;946;1;199;"2022-07-09";4;59;5;"5"
1795;560;1;844;"2022-05-02";3;25;5;"2"
1796;346;5;559;"2022-07-14";4;40;1;"4"
1797;226;1;376;"2022-07-15";2;23;5;"2"
1798;434;3;335;"2022-06-27";3;42;3;"4"
1799;801;5;544;"2022-06-17";1;26;4;""
1800;759;4;673;"2022-07-22";4;29;4;"4"
1801;371;3;811;"2022-06-03";2;50;5;"1"
1802;606;3;946;"2022-05-27";3;35;5;"5"
1803;692;5;322;"2022-06-15";5;55;5;"5"
1804;950;2;811;"2022-05-12";1;36;5;"2"
1805;191;1;773;"2022-07-01";1;34;5;"5"
1806;68;3;380;"2022-07-25";5;37;5;"4"
1807;870;2;788;"2022-05-14";2;26;2;"2"
1808;250;2;307;"2022-07-13";3;15;3;"5"
1809;122;1;220;"2022-05-16";3;34;2;"1"
1810;856;4;317;"2022-07-10";2;18;3;"3"
1811;381;2;475;"2022-05-10";2;25;2;"5"
1812;815;3;766;"2022-06-17";2;57;5;"4"
1813;693;4;339;"2022-05-18";2;47;5;"5"
1814;55;3;324;"2022-06-29";4;29;3;""
1815;397;5;280;"2022-05-19";3;18;4;"3"
1816;714;1;667;"2022-07-08";5;18;4;"1"
1817;264;5;786;"2022-05-21";4;18;1;"3"
1818;97;1;657;"2022-06-25";1;18;5;""
1819;660;1;780;"2022-06-13";1;47;3;"2"
1820;641;2;835;"2022-05-20";3;58;2;"4"
1821;697;2;714;"2022-06-10";1;31;2;"4"
1822;271;2;363;"2022-07-02";4;22;5;"1"
1823;715;2;913;"2022-05-11";4;23;5;"4"
1824;266;3;445;"2022-06-19";4;37;4;"3"
1825;165;3;229;"2022-07-24";3;27;1;"1"
1826;48;2;936;"2022-05-22";2;41;1;""
1827;906;2;662;"2022-06-05";1;57;4;"5"
1828;468;5;673;"2022-07-15";2;43;3;"5"
1829;104;1;835;"2022-05-17";2;21;4;""
1830;751;1;735;"2022-05-07";1;40;2;""
1831;765;2;248;"2022-07-08";3;15;4;""
1832;65;4;496;"2022-07-29";4;29;3;""
1833;326;3;836;"2022-06-23";2;19;2;"2"
1834;948;5;827;"2022-06-07";3;38;5;""
1835;128;1;816;"2022-05-04";4;29;3;"1"
1836;795;3;300;"2022-06-05";3;56;2;"3"
1837;479;1;270;"2022-06-06";3;43;3;"1"
1838;516;2;424;"2022-06-22";5;45;4;"5"
1839;410;3;414;"2022-05-11";3;43;2;""
1840;76;2;866;"2022-07-12";2;27;2;""
1841;48;1;582;"2022-05-27";5;31;2;""
1842;155;2;684;"2022-06-29";2;40;5;"2"
1843;887;4;742;"2022-06-29";1;36;1;"4"
1844;609;1;694;"2022-05-10";3;15;4;"3"
1845;734;1;292;"2022-06-29";4;54;1;"1"
1846;479;2;384;"2022-06-08";2;18;3;"3"
1847;156;2;365;"2022-05-28";4;47;3;"1"
1848;984;3;873;"2022-07-12";2;23;1;"1"
1849;247;5;869;"2022-07-04";5;26;4;"5"
1850;446;3;382;"2022-07-18";3;56;1;"1"
1851;34;5;743;"2022-07-12";4;38;2;"2"
1852;968;5;897;"2022-07-09";1;54;2;"1"
1853;67;5;248;"2022-05-02";4;41;4;"5"
1854;442;2;924;"2022-05-07";3;57;3;"1"
1855;90;1;246;"2022-06-03";3;30;2;"2"
1856;191;5;613;"2022-06-06";2;25;2;"3"
1857;755;2;418;"2022-07-04";3;48;1;"5"
1858;361;5;702;"2022-06-23";5;44;4;""
1859;584;4;639;"2022-05-04";2;49;4;"1"
1860;54;4;664;"2022-07-23";4;54;1;""
1861;46;5;636;"2022-05-18";1;24;3;""
1862;836;5;156;"2022-05-30";4;23;1;"3"
1863;235;4;810;"2022-05-01";3;51;2;"1"
1864;744;3;340;"2022-07-03";5;15;3;"4"
1865;617;5;727;"2022-07-17";1;24;3;""
1866;832;5;898;"2022-05-02";2;32;1;"2"
1867;876;2;619;"2022-05-19";2;49;1;"5"
1868;212;2;818;"2022-05-27";5;57;4;""
1869;412;3;684;"2022-06-23";5;20;4;""
1870;50;1;813;"2022-06-20";2;55;3;"5"
1871;811;2;498;"2022-05-05";5;45;3;"4"
1872;180;5;526;"2022-07-25";2;51;1;"1"
1873;658;1;902;"2022-05-15";5;30;5;"5"
1874;605;2;748;"2022-07-12";4;36;1;"2"
1875;762;4;405;"2022-06-08";2;47;5;"5"
1876;969;2;604;"2022-07-26";1;38;2;"5"
1877;854;5;649;"2022-06-24";1;17;4;"1"
1878;4;5;206;"2022-07-21";2;52;2;"3"
1879;244;5;212;"2022-06-15";2;56;4;""
1880;920;3;625;"2022-06-20";1;31;5;""
1881;128;2;743;"2022-05-04";5;45;3;"4"
1882;603;4;429;"2022-07-16";2;39;1;"4"
1883;848;1;175;"2022-07-13";5;36;3;"1"
1884;88;5;462;"2022-05-15";4;45;3;"1"
1885;777;4;193;"2022-05-22";1;39;3;""
1886;495;3;692;"2022-05-09";3;53;5;"5"
1887;618;2;370;"2022-07-02";4;26;2;"2"
1888;891;2;247;"2022-06-17";2;54;3;""
1889;498;3;664;"2022-07-23";4;54;1;""
1890;492;5;846;"2022-07-07";1;31;3;"3"
1891;878;1;345;"2022-07-02";4;43;5;"1"
1892;581;2;772;"2022-07-28";3;56;5;"3"
1893;275;1;746;"2022-06-04";4;29;3;"5"
1894;353;5;437;"2022-05-14";4;52;2;"3"
1895;184;4;892;"2022-06-20";5;28;3;"5"
1896;18;4;398;"2022-06-18";4;20;2;"1"
1897;157;3;210;"2022-07-16";1;41;5;"4"
1898;122;4;471;"2022-07-07";3;33;3;"4"
1899;936;3;586;"2022-05-29";5;50;1;"4"
1900;156;5;432;"2022-07-18";2;56;4;"2"
1901;207;2;156;"2022-05-06";2;28;3;"1"
1902;959;2;476;"2022-05-25";1;52;4;"3"
1903;782;1;470;"2022-06-20";3;25;3;"5"
1904;119;5;438;"2022-07-27";4;57;3;"3"
1905;111;2;891;"2022-07-19";4;38;4;"5"
1906;377;1;193;"2022-05-15";4;47;4;"3"
1907;420;4;282;"2022-07-09";2;40;4;"2"
1908;265;3;311;"2022-05-20";3;44;5;"4"
1909;146;4;594;"2022-06-04";2;19;4;"4"
1910;493;3;886;"2022-05-15";1;49;4;""
1911;382;4;280;"2022-07-14";4;52;1;""
1912;423;4;874;"2022-06-26";3;22;3;"2"
1913;489;2;564;"2022-06-06";3;18;1;"4"
1914;520;3;322;"2022-06-07";3;52;5;"2"
1915;122;5;564;"2022-06-29";4;50;4;""
1916;642;4;806;"2022-07-17";5;38;1;""
1917;356;2;525;"2022-06-08";4;30;3;"4"
1918;935;3;665;"2022-07-07";5;57;1;""
1919;15;4;611;"2022-07-04";5;16;4;""
1920;750;2;506;"2022-05-19";4;57;3;""
1921;840;5;637;"2022-06-21";1;34;1;"4"
1922;338;4;790;"2022-07-04";1;47;1;"4"
1923;997;1;436;"2022-06-22";5;34;4;"3"
1924;816;4;627;"2022-05-15";5;37;3;""
1925;101;1;261;"2022-06-08";4;34;5;"3"
1926;779;3;672;"2022-06-12";2;40;3;"5"
1927;179;3;524;"2022-05-13";2;58;1;""
1928;910;5;223;"2022-06-21";3;21;5;"3"
1929;339;5;861;"2022-06-15";5;47;1;""
1930;683;5;430;"2022-05-11";3;26;4;"3"
1931;837;3;364;"2022-06-30";3;53;3;"4"
1932;882;1;205;"2022-07-22";2;24;5;"3"
1933;106;5;467;"2022-05-14";3;36;3;"5"
1934;664;4;892;"2022-05-26";4;34;1;"5"
1935;746;2;232;"2022-07-04";2;20;5;"3"
1936;188;2;433;"2022-06-25";1;29;3;"3"
1937;325;1;778;"2022-06-12";1;42;1;"2"
1938;900;4;638;"2022-05-06";3;27;5;"5"
1939;92;5;385;"2022-07-05";4;43;5;"2"
1940;432;2;829;"2022-06-20";2;39;5;""
1941;911;1;734;"2022-06-03";4;30;4;""
1942;358;4;386;"2022-06-11";3;45;1;"3"
1943;121;5;161;"2022-06-09";1;39;1;"1"
1944;784;3;720;"2022-05-30";3;37;1;"4"
1945;900;3;335;"2022-06-05";2;28;3;""
1946;429;1;849;"2022-05-25";4;57;3;"3"
1947;703;5;917;"2022-06-02";5;36;4;"3"
1948;689;5;924;"2022-06-07";2;48;1;"4"
1949;459;1;818;"2022-05-05";4;40;3;"2"
1950;803;1;492;"2022-06-27";5;41;2;"2"
1951;740;4;390;"2022-06-05";1;18;2;"1"
1952;662;5;845;"2022-06-08";3;36;4;"1"
1953;620;5;484;"2022-06-17";2;29;3;"3"
1954;385;3;833;"2022-05-07";4;46;1;"2"
1955;660;3;830;"2022-06-20";2;37;4;"1"
1956;26;3;885;"2022-07-11";2;49;1;"2"
1957;720;4;628;"2022-07-06";5;25;3;"1"
1958;632;4;565;"2022-06-19";1;26;4;"1"
1959;827;5;221;"2022-07-03";2;22;1;"3"
1960;230;5;898;"2022-07-21";4;51;5;"5"
1961;743;4;756;"2022-06-05";4;32;4;"5"
1962;873;3;749;"2022-05-30";2;59;4;"2"
1963;282;3;258;"2022-07-20";1;41;5;"5"
1964;716;5;300;"2022-05-31";1;45;5;"1"
1965;906;2;235;"2022-06-09";5;20;5;"3"
1966;678;5;657;"2022-06-03";5;42;2;"2"
1967;898;5;569;"2022-05-09";5;20;5;"2"
1968;546;3;374;"2022-06-28";3;21;3;"4"
1969;241;5;333;"2022-05-16";1;35;4;"3"
1970;98;5;739;"2022-05-25";1;52;4;"1"
1971;853;5;713;"2022-07-26";4;46;2;"1"
1972;500;1;815;"2022-07-26";2;47;4;""
1973;402;4;784;"2022-06-20";3;40;3;"2"
1974;235;2;670;"2022-06-09";2;54;4;"2"
1975;998;5;880;"2022-06-26";2;59;5;"4"
1976;55;5;684;"2022-06-09";2;46;5;"3"
1977;818;5;676;"2022-07-14";1;25;4;""
1978;910;3;610;"2022-06-14";4;27;1;"5"
1979;664;3;861;"2022-07-04";5;36;3;"1"
1980;440;1;372;"2022-05-04";2;41;5;"1"
1981;984;4;902;"2022-06-03";1;15;5;"1"
1982;290;1;331;"2022-05-07";4;27;2;"2"
1983;118;5;678;"2022-07-20";3;49;2;"5"
1984;888;3;359;"2022-06-19";5;25;1;"5"
1985;438;4;727;"2022-07-11";4;39;2;"2"
1986;290;4;172;"2022-07-12";5;25;2;""
1987;567;3;546;"2022-05-15";2;19;3;"2"
1988;998;5;365;"2022-07-11";1;32;3;""
1989;86;1;652;"2022-06-25";1;16;4;""
1990;199;5;321;"2022-05-17";2;54;3;""
1991;542;4;534;"2022-06-18";2;47;4;"1"
1992;428;5;184;"2022-06-25";5;16;2;"2"
1993;684;3;153;"2022-07-11";5;29;4;""
1994;718;3;503;"2022-06-28";5;49;5;"2"
1995;378;1;443;"2022-06-18";3;27;4;"1"
1996;850;2;685;"2022-06-25";1;40;3;""
1997;566;4;838;"2022-05-16";2;52;2;"4"
1998;308;3;636;"2022-06-16";4;29;2;"3"
1999;842;4;780;"2022-07-25";3;22;4;"1"
2000;988;3;406;"2022-05-21";1;28;5;"2"
2001;579;1;665;"2022-07-29";1;23;5;"3"
2002;900;5;635;"2022-06-10";3;51;4;"5"
2003;71;4;430;"2022-06-25";1;27;2;"4"
2004;353;5;305;"2022-06-07";3;28;1;""
2005;492;1;377;"2022-07-27";5;15;1;"1"
2006;126;3;216;"2022-07-24";3;35;5;"3"
2007;470;1;740;"2022-06-24";5;23;3;"1"
2008;183;4;284;"2022-06-24";3;54;4;"5"
2009;462;5;704;"2022-05-02";1;17;1;"2"
2010;357;4;754;"2022-06-13";1;30;2;""
2011;776;4;742;"2022-07-17";1;52;5;"2"
2012;699;4;349;"2022-05-22";3;41;3;"4"
2013;546;5;875;"2022-07-12";2;23;5;"5"
2014;741;4;566;"2022-06-02";2;17;3;"1"
2015;380;3;290;"2022-06-13";5;19;4;"3"
2016;269;1;335;"2022-05-13";5;40;5;"5"
2017;793;3;838;"2022-07-26";2;24;3;"2"
2018;627;3;443;"2022-06-13";2;25;1;"3"
2019;739;1;239;"2022-06-02";3;31;2;"5"
2020;798;2;881;"2022-07-10";1;43;3;"1"
2021;289;1;873;"2022-05-06";3;47;5;"3"
2022;606;4;600;"2022-07-10";2;55;4;"1"
2023;405;3;862;"2022-05-18";2;55;3;""
2024;218;3;940;"2022-06-02";5;16;4;"5"
2025;302;1;296;"2022-07-17";4;25;5;"1"
