"f_id";"f_name";"type"
740;"New Dish Item 729";"Veg"
741;"New Dish Item 730";"Non-veg"
742;"New Dish Item 731";"Veg"
743;"New Dish Item 732";"Non-veg"
744;"New Dish Item 733";"Non-veg"
745;"New Dish Item 734";"Non-veg"
746;"New Dish Item 735";"Non-veg"
747;"New Dish Item 736";"Veg"
748;"New Dish Item 737";"Veg"
749;"New Dish Item 738";"Veg"
750;"New Dish Item 739";"Veg"
751;"New Dish Item 740";"Veg"
752;"New Dish Item 741";"Veg"
753;"New Dish Item 742";"Non-veg"
754;"New Dish Item 743";"Non-veg"
755;"New Dish Item 744";"Veg"
756;"New Dish Item 745";"Veg"
757;"New Dish Item 746";"Veg"
758;"New Dish Item 747";"Non-veg"
759;"New Dish Item 748";"Non-veg"
760;"New Dish Item 749";"Veg"
761;"New Dish Item 750";"Veg"
762;"New Dish Item 751";"Non-veg"
763;"New Dish Item 752";"Non-veg"
764;"New Dish Item 753";"Veg"
765;"New Dish Item 754";"Veg"
766;"New Dish Item 755";"Veg"
767;"New Dish Item 756";"Non-veg"
768;"New Dish Item 757";"Veg"
769;"New Dish Item 758";"Veg"
770;"New Dish Item 759";"Non-veg"
771;"New Dish Item 760";"Veg"
772;"New Dish Item 761";"Non-veg"
773;"New Dish Item 762";"Veg"
774;"New Dish Item 763";"Veg"
775;"New Dish Item 764";"Veg"
776;"New Dish Item 765";"Non-veg"
777;"New Dish Item 766";"Veg"
778;"New Dish Item 767";"Veg"
779;"New Dish Item 768";"Non-veg"
780;"New Dish Item 769";"Non-veg"
781;"New Dish Item 770";"Veg"
782;"New Dish Item 771";"Non-veg"
783;"New Dish Item 772";"Non-veg"
784;"New Dish Item 773";"Veg"
785;"New Dish Item 774";"Non-veg"
786;"New Dish Item 775";"Non-veg"
787;"New Dish Item 776";"Veg"
788;"New Dish Item 777";"Veg"
789;"New Dish Item 778";"Non-veg"
790;"New Dish Item 779";"Non-veg"
791;"New Dish Item 780";"Veg"
792;"New Dish Item 781";"Non-veg"
793;"New Dish Item 782";"Non-veg"
794;"New Dish Item 783";"Veg"
795;"New Dish Item 784";"Veg"
796;"New Dish Item 785";"Veg"
797;"New Dish Item 786";"Veg"
798;"New Dish Item 787";"Veg"
799;"New Dish Item 788";"Non-veg"
800;"New Dish Item 789";"Non-veg"
801;"New Dish Item 790";"Non-veg"
802;"New Dish Item 791";"Veg"
803;"New Dish Item 792";"Non-veg"
804;"New Dish Item 793";"Non-veg"
805;"New Dish Item 794";"Veg"
806;"New Dish Item 795";"Non-veg"
807;"New Dish Item 796";"Veg"
808;"New Dish Item 797";"Non-veg"
809;"New Dish Item 798";"Non-veg"
810;"New Dish Item 799";"Veg"
811;"New Dish Item 800";"Non-veg"
812;"New Dish Item 801";"Non-veg"
813;"New Dish Item 802";"Veg"
814;"New Dish Item 803";"Veg"
815;"New Dish Item 804";"Veg"
816;"New Dish Item 805";"Veg"
817;"New Dish Item 806";"Non-veg"
818;"New Dish Item 807";"Veg"
819;"New Dish Item 808";"Veg"
820;"New Dish Item 809";"Veg"
821;"New Dish Item 810";"Veg"
822;"New Dish Item 811";"Veg"
823;"New Dish Item 812";"Veg"
824;"New Dish Item 813";"Non-veg"
825;"New Dish Item 814";"Non-veg"
826;"New Dish Item 815";"Veg"
827;"New Dish Item 816";"Veg"
828;"New Dish Item 817";"Non-veg"
829;"New Dish Item 818";"Veg"
830;"New Dish Item 819";"Non-veg"
831;"New Dish Item 820";"Non-veg"
832;"New Dish Item 821";"Non-veg"
833;"New Dish Item 822";"Veg"
834;"New Dish Item 823";"Non-veg"
835;"New Dish Item 824";"Veg"
836;"New Dish Item 825";"Non-veg"
837;"New Dish Item 826";"Veg"
838;"New Dish Item 827";"Veg"
839;"New Dish Item 828";"Veg"
840;"New Dish Item 829";"Non-veg"
841;"New Dish Item 830";"Non-veg"
842;"New Dish Item 831";"Non-veg"
843;"New Dish Item 832";"Veg"
844;"New Dish Item 833";"Veg"
845;"New Dish Item 834";"Veg"
846;"New Dish Item 835";"Veg"
847;"New Dish Item 836";"Veg"
848;"New Dish Item 837";"Non-veg"
849;"New Dish Item 838";"Non-veg"
850;"New Dish Item 839";"Veg"
851;"New Dish Item 840";"Non-veg"
852;"New Dish Item 841";"Non-veg"
853;"New Dish Item 842";"Veg"
854;"New Dish Item 843";"Non-veg"
855;"New Dish Item 844";"Non-veg"
856;"New Dish Item 845";"Non-veg"
857;"New Dish Item 846";"Non-veg"
858;"New Dish Item 847";"Veg"
859;"New Dish Item 848";"Non-veg"
860;"New Dish Item 849";"Veg"
861;"New Dish Item 850";"Non-veg"
862;"New Dish Item 851";"Non-veg"
863;"New Dish Item 852";"Veg"
864;"New Dish Item 853";"Non-veg"
865;"New Dish Item 854";"Veg"
866;"New Dish Item 855";"Veg"
867;"New Dish Item 856";"Veg"
868;"New Dish Item 857";"Non-veg"
869;"New Dish Item 858";"Veg"
870;"New Dish Item 859";"Non-veg"
871;"New Dish Item 860";"Non-veg"
872;"New Dish Item 861";"Veg"
873;"New Dish Item 862";"Veg"
874;"New Dish Item 863";"Non-veg"
875;"New Dish Item 864";"Non-veg"
876;"New Dish Item 865";"Non-veg"
877;"New Dish Item 866";"Non-veg"
878;"New Dish Item 867";"Non-veg"
879;"New Dish Item 868";"Non-veg"
880;"New Dish Item 869";"Non-veg"
881;"New Dish Item 870";"Veg"
882;"New Dish Item 871";"Non-veg"
883;"New Dish Item 872";"Non-veg"
884;"New Dish Item 873";"Non-veg"
885;"New Dish Item 874";"Veg"
886;"New Dish Item 875";"Non-veg"
887;"New Dish Item 876";"Veg"
888;"New Dish Item 877";"Veg"
889;"New Dish Item 878";"Non-veg"
890;"New Dish Item 879";"Veg"
891;"New Dish Item 880";"Non-veg"
892;"New Dish Item 881";"Veg"
893;"New Dish Item 882";"Veg"
894;"New Dish Item 883";"Non-veg"
895;"New Dish Item 884";"Non-veg"
896;"New Dish Item 885";"Veg"
897;"New Dish Item 886";"Non-veg"
898;"New Dish Item 887";"Veg"
899;"New Dish Item 888";"Veg"
900;"New Dish Item 889";"Veg"
901;"New Dish Item 890";"Non-veg"
902;"New Dish Item 891";"Non-veg"
903;"New Dish Item 892";"Veg"
904;"New Dish Item 893";"Non-veg"
905;"New Dish Item 894";"Veg"
906;"New Dish Item 895";"Veg"
907;"New Dish Item 896";"Non-veg"
908;"New Dish Item 897";"Veg"
909;"New Dish Item 898";"Veg"
910;"New Dish Item 899";"Veg"
911;"New Dish Item 900";"Non-veg"
912;"New Dish Item 901";"Non-veg"
913;"New Dish Item 902";"Veg"
914;"New Dish Item 903";"Veg"
915;"New Dish Item 904";"Veg"
916;"New Dish Item 905";"Veg"
917;"New Dish Item 906";"Veg"
918;"New Dish Item 907";"Non-veg"
919;"New Dish Item 908";"Veg"
920;"New Dish Item 909";"Non-veg"
921;"New Dish Item 910";"Veg"
922;"New Dish Item 911";"Non-veg"
923;"New Dish Item 912";"Veg"
924;"New Dish Item 913";"Veg"
925;"New Dish Item 914";"Veg"
926;"New Dish Item 915";"Non-veg"
927;"New Dish Item 916";"Non-veg"
928;"New Dish Item 917";"Veg"
929;"New Dish Item 918";"Veg"
930;"New Dish Item 919";"Veg"
931;"New Dish Item 920";"Non-veg"
932;"New Dish Item 921";"Veg"
933;"New Dish Item 922";"Non-veg"
934;"New Dish Item 923";"Veg"
935;"New Dish Item 924";"Veg"
936;"New Dish Item 925";"Veg"
937;"New Dish Item 926";"Non-veg"
938;"New Dish Item 927";"Veg"
939;"New Dish Item 928";"Veg"
940;"New Dish Item 929";"Veg"
941;"New Dish Item 930";"Veg"
942;"New Dish Item 931";"Non-veg"
943;"New Dish Item 932";"Non-veg"
944;"New Dish Item 933";"Non-veg"
945;"New Dish Item 934";"Veg"
946;"New Dish Item 935";"Veg"
947;"New Dish Item 936";"Veg"
948;"New Dish Item 937";"Veg"
949;"New Dish Item 938";"Non-veg"
950;"New Dish Item 939";"Veg"
951;"New Dish Item 940";"Veg"
952;"New Dish Item 941";"Non-veg"
953;"New Dish Item 942";"Veg"
954;"New Dish Item 943";"Non-veg"
955;"New Dish Item 944";"Non-veg"
956;"New Dish Item 945";"Veg"
957;"New Dish Item 946";"Non-veg"
958;"New Dish Item 947";"Veg"
959;"New Dish Item 948";"Veg"
960;"New Dish Item 949";"Non-veg"
961;"New Dish Item 950";"Non-veg"
962;"New Dish Item 951";"Veg"
963;"New Dish Item 952";"Non-veg"
964;"New Dish Item 953";"Non-veg"
965;"New Dish Item 954";"Non-veg"
966;"New Dish Item 955";"Veg"
967;"New Dish Item 956";"Non-veg"
968;"New Dish Item 957";"Veg"
969;"New Dish Item 958";"Veg"
970;"New Dish Item 959";"Non-veg"
971;"New Dish Item 960";"Veg"
972;"New Dish Item 961";"Non-veg"
973;"New Dish Item 962";"Non-veg"
974;"New Dish Item 963";"Veg"
975;"New Dish Item 964";"Non-veg"
976;"New Dish Item 965";"Veg"
977;"New Dish Item 966";"Veg"
978;"New Dish Item 967";"Veg"
979;"New Dish Item 968";"Veg"
980;"New Dish Item 969";"Non-veg"
981;"New Dish Item 970";"Veg"
982;"New Dish Item 971";"Veg"
983;"New Dish Item 972";"Non-veg"
984;"New Dish Item 973";"Non-veg"
985;"New Dish Item 974";"Non-veg"
986;"New Dish Item 975";"Non-veg"
987;"New Dish Item 976";"Non-veg"
988;"New Dish Item 977";"Veg"
989;"New Dish Item 978";"Veg"
990;"New Dish Item 979";"Veg"
991;"New Dish Item 980";"Non-veg"
992;"New Dish Item 981";"Non-veg"
993;"New Dish Item 982";"Non-veg"
994;"New Dish Item 983";"Veg"
995;"New Dish Item 984";"Non-veg"
996;"New Dish Item 985";"Non-veg"
997;"New Dish Item 986";"Non-veg"
998;"New Dish Item 987";"Veg"
999;"New Dish Item 988";"Veg"
1000;"New Dish Item 989";"Non-veg"
1001;"New Dish Item 990";"Veg"
1002;"New Dish Item 991";"Veg"
1003;"New Dish Item 992";"Non-veg"
1004;"New Dish Item 993";"Non-veg"
1005;"New Dish Item 994";"Non-veg"
1006;"New Dish Item 995";"Veg"
1007;"New Dish Item 996";"Non-veg"
1008;"New Dish Item 997";"Non-veg"
1009;"New Dish Item 998";"Non-veg"
1010;"New Dish Item 999";"Non-veg"
1011;"New Dish Item 1000";"Veg"
